name,auc_global,auc_common,delta
data_chagas,0.7058124225002844,0.6945127424575306,0.011299680042753835
data_herg,0.7340317248640257,0.7238526519625431,0.010179072901482566
data_lipinski,0.6782042344349714,0.6782042344349714,-0.0
data_malaria,0.9223344688453158,0.7364518700297272,0.18588259881558855
data_solubility,0.8443972486222039,0.8126057670424617,0.03179148157974221
data_tuberculosis,0.650197586472419,0.6121539439997138,0.0380436424727052
